
70.0,251.0,47.0,56.0,8.0,55.0,0.85,100.0,2.0
37.0,33.0,23.0,32.0,6.0,36.0,0.6,96.0,1.0
39.0,44.0,24.0,35.0,7.0,40.0,0.58,78.0,1.0
52.0,94.0,36.0,44.0,6.0,37.0,0.57,67.0,2.0
44.0,65.0,30.0,37.0,6.0,33.0,0.51,75.0,1.0
43.0,57.0,29.0,39.0,5.0,28.0,0.52,72.0,1.0
19.0,15.0,12.0,14.0,5.0,17.0,0.44,26.0,1.0
18.0,8.0,9.0,17.0,6.0,19.0,0.54,35.0,1.0
29.0,45.0,17.0,28.0,7.0,37.0,0.68,35.0,1.0
51.0,215.0,35.0,33.0,7.0,28.0,0.58,72.0,2.0
42.0,254.0,27.0,35.0,5.0,21.0,0.56,88.0,1.0
30.0,108.0,9.0,29.0,6.0,23.0,0.4,80.0,1.0
56.0,284.0,33.0,51.0,7.0,42.0,0.68,50.0,2.0
78.0,353.0,57.0,53.0,9.0,48.0,1.05,39.0,2.0
66.0,309.0,44.0,49.0,8.0,47.0,0.75,51.0,2.0
36.0,93.0,14.0,36.0,9.0,36.0,0.46,81.0,1.0
55.0,212.0,38.0,48.0,10.0,45.0,0.65,59.0,2.0
44.0,133.0,29.0,42.0,7.0,28.0,0.58,98.0,1.0
36.0,90.0,20.0,35.0,7.0,29.0,0.49,90.0,1.0
35.0,122.0,18.0,34.0,6.0,28.0,0.48,76.0,1.0
28.0,64.0,9.0,28.0,6.0,22.0,0.4,73.0,1.0
36.0,112.0,16.0,36.0,6.0,38.0,0.46,61.0,1.0
37.0,87.0,20.0,37.0,7.0,39.0,0.58,68.0,1.0
33.0,62.0,17.0,31.0,7.0,38.0,0.5,78.0,1.0
49.0,107.0,34.0,43.0,7.0,46.0,0.61,89.0,1.0
62.0,142.0,43.0,48.0,7.0,55.0,0.73,94.0,2.0
50.0,100.0,35.0,37.0,7.0,45.0,0.59,95.0,1.0
44.0,90.0,30.0,41.0,7.0,58.0,0.58,73.0,1.0
52.0,148.0,36.0,45.0,7.0,44.0,0.56,92.0,2.0
41.0,113.0,27.0,37.0,7.0,43.0,0.55,78.0,1.0
64.0,284.0,46.0,63.0,8.0,51.0,0.68,79.0,2.0
37.0,129.0,21.0,35.0,6.0,29.0,0.5,62.0,1.0
37.0,95.0,20.0,39.0,7.0,51.0,0.53,44.0,1.0
81.0,234.0,59.0,63.0,8.0,75.0,0.9,38.0,2.0
150.0,335.0,73.0,202.0,12.0,71.0,1.04,52.0,3.0
131.0,299.0,46.0,212.0,9.0,79.0,0.81,58.0,3.0
130.0,326.0,51.0,209.0,9.0,68.0,0.74,94.0,3.0
130.0,326.0,51.0,209.0,9.0,68.0,0.74,94.0,3.0
80.0,218.0,41.0,109.0,9.0,68.0,0.66,77.0,2.0
104.0,303.0,71.0,146.0,9.0,62.0,0.89,115.0,3.0
47.0,112.0,30.0,49.0,8.0,35.0,0.59,94.0,1.0
50.0,89.0,31.0,50.0,7.0,33.0,0.75,88.0,1.0
31.0,40.0,15.0,29.0,7.0,34.0,0.51,77.0,1.0
30.0,46.0,14.0,26.0,7.0,45.0,0.54,66.0,1.0
47.0,114.0,32.0,42.0,7.0,42.0,0.71,83.0,1.0
29.0,26.0,13.0,29.0,6.0,27.0,0.45,78.0,1.0
30.0,20.0,12.0,25.0,7.0,42.0,0.48,66.0,1.0
54.0,83.0,37.0,59.0,8.0,57.0,0.69,75.0,2.0
77.0,230.0,44.0,103.0,11.0,75.0,0.89,43.0,2.0
63.0,166.0,26.0,77.0,7.0,60.0,0.62,46.0,2.0
83.0,322.0,55.0,77.0,9.0,56.0,0.92,57.0,2.0
68.0,280.0,20.0,85.0,7.0,38.0,0.6,54.0,2.0
55.0,110.0,20.0,61.0,8.0,49.0,0.59,64.0,2.0
47.0,78.0,23.0,50.0,9.0,48.0,0.54,68.0,1.0
52.0,99.0,29.0,59.0,9.0,50.0,0.66,56.0,2.0
94.0,295.0,50.0,117.0,6.0,37.0,0.75,41.0,2.0
95.0,284.0,33.0,140.0,9.0,36.0,0.6,47.0,2.0
65.0,176.0,23.0,80.0,7.0,48.0,0.58,43.0,2.0
35.0,34.0,13.0,34.0,6.0,53.0,0.53,36.0,1.0
49.0,92.0,25.0,50.0,9.0,63.0,0.58,22.0,1.0
40.0,69.0,21.0,37.0,6.0,58.0,0.54,20.0,1.0
51.0,176.0,36.0,38.0,6.0,45.0,0.72,38.0,2.0
31.0,121.0,13.0,30.0,5.0,26.0,0.42,50.0,1.0
29.0,44.0,16.0,27.0,5.0,42.0,0.48,36.0,1.0
25.0,42.0,16.0,19.0,5.0,38.0,0.5,42.0,1.0
33.0,107.0,16.0,30.0,5.0,28.0,0.51,50.0,1.0
32.0,45.0,17.0,31.0,5.0,41.0,0.53,38.0,1.0
32.0,40.0,15.0,26.0,5.0,59.0,0.52,26.0,1.0
39.0,97.0,26.0,21.0,5.0,43.0,0.84,26.0,1.0
90.0,312.0,66.0,60.0,11.0,58.0,1.13,31.0,2.0
110.0,334.0,82.0,84.0,14.0,92.0,1.09,30.0,3.0
143.0,359.0,108.0,102.0,15.0,115.0,1.36,19.0,3.0
78.0,246.0,57.0,56.0,11.0,66.0,0.69,42.0,2.0
25.0,18.0,13.0,22.0,5.0,30.0,0.38,63.0,1.0
55.0,96.0,36.0,45.0,9.0,61.0,0.57,48.0,2.0
97.0,225.0,72.0,75.0,12.0,95.0,0.98,35.0,2.0
115.0,253.0,87.0,81.0,11.0,101.0,0.91,38.0,3.0
97.0,212.0,72.0,74.0,11.0,107.0,0.92,39.0,2.0
144.0,327.0,109.0,112.0,13.0,99.0,1.34,37.0,3.0
50.0,67.0,34.0,44.0,8.0,58.0,0.75,38.0,1.0
49.0,52.0,30.0,54.0,8.0,70.0,0.73,40.0,1.0
79.0,180.0,58.0,71.0,9.0,68.0,0.91,40.0,2.0
31.0,19.0,17.0,30.0,6.0,42.0,0.49,49.0,1.0
47.0,71.0,33.0,47.0,6.0,57.0,0.69,42.0,1.0
100.0,316.0,74.0,62.0,7.0,61.0,1.21,9.0,2.0
47.0,164.0,31.0,32.0,5.0,34.0,0.68,41.0,1.0
38.0,88.0,27.0,30.0,6.0,42.0,0.58,34.0,1.0
56.0,176.0,40.0,40.0,7.0,52.0,0.73,32.0,2.0
44.0,112.0,30.0,26.0,6.0,51.0,0.63,37.0,1.0
26.0,42.0,16.0,17.0,5.0,42.0,0.57,45.0,1.0
45.0,86.0,31.0,29.0,6.0,51.0,0.69,40.0,1.0
49.0,111.0,34.0,35.0,6.0,43.0,0.68,49.0,1.0
39.0,62.0,26.0,31.0,6.0,65.0,0.66,24.0,1.0
46.0,126.0,32.0,25.0,5.0,46.0,0.95,25.0,1.0
93.0,272.0,69.0,67.0,9.0,64.0,0.98,29.0,2.0
101.0,275.0,75.0,68.0,9.0,68.0,0.96,36.0,3.0
56.0,88.0,40.0,44.0,7.0,63.0,0.62,24.0,2.0
104.0,283.0,78.0,61.0,9.0,51.0,0.87,44.0,3.0
32.0,36.0,18.0,32.0,6.0,27.0,0.4,51.0,1.0
